== Simulation Parameters ==
  - Arrival Rate (λ): 15
  - Service Rate (μ): 10
  - Deadline Rate (θ): 1
  - Queue Size: 5
  - Total Packets: 500
  - Congestion Control: <__main__.TCPCubic object at 0x10a6b4040>
===========================

== Simulation Start ==
[0.0469] Packet 0 SERVICED, delay=0.0469
[53.8598] Packet 411 SERVICED, delay=0.3598
[53.8598] [TCP CUBIC] cwnd=5.97 (W_max=6.00, K=2.29)
[54.1606] Packet 412 SERVICED, delay=0.6606
[54.1606] [TCP CUBIC] cwnd=6.00 (W_max=6.00, K=2.29)
[54.2458] Packet 413 SERVICED, delay=0.2458
[54.2458] [TCP CUBIC] cwnd=6.00 (W_max=6.00, K=2.29)
[54.3457] Packet 414 SERVICED, delay=0.3457
[54.3457] [TCP CUBIC] cwnd=6.00 (W_max=6.00, K=2.29)
[54.4052] Packet 415 SERVICED, delay=0.4052
[54.4052] [TCP CUBIC] cwnd=6.00 (W_max=6.00, K=2.29)
[54.4399] Packet 416 SERVICED, delay=0.4399
[54.4399] [TCP CUBIC] cwnd=6.00 (W_max=6.00, K=2.29)
[54.5000] Packet 422 DROPPED (queue full)
[54.5000] [TCP CUBIC LOSS] cwnd reduced to 4.80, W_max set to 6.00
[54.5398] Packet 417 SERVICED, delay=0.0398
[54.5398] [TCP CUBIC] cwnd=1.45 (W_max=6.00, K=2.29)
[54.6515] Packet 418 SERVICED, delay=0.1515
[54.6515] [TCP CUBIC] cwnd=2.09 (W_max=6.00, K=2.29)
[54.7911] Packet 419 SERVICED, delay=0.2911
[54.7911] [TCP CUBIC] cwnd=2.81 (W_max=6.00, K=2.29)
[54.9479] Packet 420 SERVICED, delay=0.4479
[54.9479] [TCP CUBIC] cwnd=3.50 (W_max=6.00, K=2.29)
[55.1038] Packet 421 SERVICED, delay=0.6038
[55.1038] [TCP CUBIC] cwnd=4.09 (W_max=6.00, K=2.29)
[55.1720] Packet 423 SERVICED, delay=0.1720
[55.1720] [TCP CUBIC] cwnd=4.31 (W_max=6.00, K=2.29)
[55.1779] Packet 424 SERVICED, delay=0.1779
[55.1779] [TCP CUBIC] cwnd=4.33 (W_max=6.00, K=2.29)
[55.5797] Packet 425 SERVICED, delay=0.0797
[55.5797] [TCP CUBIC] cwnd=5.29 (W_max=6.00, K=2.29)
[55.6380] Packet 426 SERVICED, delay=0.1380
[55.6380] [TCP CUBIC] cwnd=5.39 (W_max=6.00, K=2.29)
[55.8567] Packet 427 SERVICED, delay=0.3567
[55.8567] [TCP CUBIC] cwnd=5.68 (W_max=6.00, K=2.29)
[55.8999] Packet 428 SERVICED, delay=0.3999
[55.8999] [TCP CUBIC] cwnd=5.72 (W_max=6.00, K=2.29)
[56.0125] Packet 429 SERVICED, delay=0.0125
[56.0125] [TCP CUBIC] cwnd=5.81 (W_max=6.00, K=2.29)
[56.0279] Packet 430 SERVICED, delay=0.0279
[56.0279] [TCP CUBIC] cwnd=5.83 (W_max=6.00, K=2.29)
[56.1712] Packet 431 SERVICED, delay=0.1712
[56.1712] [TCP CUBIC] cwnd=5.91 (W_max=6.00, K=2.29)
[56.2675] Packet 432 SERVICED, delay=0.2675
[56.2675] [TCP CUBIC] cwnd=5.95 (W_max=6.00, K=2.29)
[56.2782] Packet 433 SERVICED, delay=0.2782
[56.2782] [TCP CUBIC] cwnd=5.95 (W_max=6.00, K=2.29)
[56.5088] Packet 434 SERVICED, delay=0.0088
[56.5088] [TCP CUBIC] cwnd=5.99 (W_max=6.00, K=2.29)
[56.6295] Packet 435 SERVICED, delay=0.1295
[56.6295] [TCP CUBIC] cwnd=6.00 (W_max=6.00, K=2.29)
[56.6371] Packet 436 SERVICED, delay=0.1371
[56.6371] [TCP CUBIC] cwnd=6.00 (W_max=6.00, K=2.29)
[56.8096] Packet 437 SERVICED, delay=0.3096
[56.8096] [TCP CUBIC] cwnd=6.00 (W_max=6.00, K=2.29)
[56.9321] Packet 438 SERVICED, delay=0.4321
[56.9321] [TCP CUBIC] cwnd=6.00 (W_max=6.00, K=2.29)
[57.0000] Packet 444 DROPPED (queue full)
[57.0000] [TCP CUBIC LOSS] cwnd reduced to 4.80, W_max set to 6.00
[57.0085] Packet 439 SERVICED, delay=0.0085
[57.0085] [TCP CUBIC] cwnd=1.25 (W_max=6.00, K=2.29)
[57.0174] Packet 440 SERVICED, delay=0.0174
[57.0174] [TCP CUBIC] cwnd=1.31 (W_max=6.00, K=2.29)
[57.4489] Packet 441 SERVICED, delay=0.4489
[57.4489] [TCP CUBIC] cwnd=3.51 (W_max=6.00, K=2.29)
[57.4958] Packet 442 SERVICED, delay=0.4958
[57.4958] [TCP CUBIC] cwnd=3.69 (W_max=6.00, K=2.29)
[57.5421] Packet 443 SERVICED, delay=0.5421
[57.5421] [TCP CUBIC] cwnd=3.87 (W_max=6.00, K=2.29)
[57.8363] Packet 445 SERVICED, delay=0.3363
[57.8363] [TCP CUBIC] cwnd=4.77 (W_max=6.00, K=2.29)
[58.2632] Packet 446 SERVICED, delay=0.7632
[58.2632] [TCP CUBIC] cwnd=5.57 (W_max=6.00, K=2.29)
[58.4032] Packet 447 SERVICED, delay=0.4032
[58.4032] [TCP CUBIC] cwnd=5.72 (W_max=6.00, K=2.29)
[58.4504] Packet 448 SERVICED, delay=0.4504
[58.4504] [TCP CUBIC] cwnd=5.77 (W_max=6.00, K=2.29)
[58.4591] Packet 449 SERVICED, delay=0.4591
[58.4591] [TCP CUBIC] cwnd=5.77 (W_max=6.00, K=2.29)
[58.6501] Packet 450 SERVICED, delay=0.1501
[58.6501] [TCP CUBIC] cwnd=5.90 (W_max=6.00, K=2.29)
[58.7319] Packet 451 SERVICED, delay=0.2319
[58.7319] [TCP CUBIC] cwnd=5.93 (W_max=6.00, K=2.29)
[58.7871] Packet 452 SERVICED, delay=0.2871
[58.7871] [TCP CUBIC] cwnd=5.95 (W_max=6.00, K=2.29)
[59.0239] Packet 453 SERVICED, delay=0.5239
[59.0239] [TCP CUBIC] cwnd=6.00 (W_max=6.00, K=2.29)
[59.0357] Packet 454 SERVICED, delay=0.5357
[59.0357] [TCP CUBIC] cwnd=6.00 (W_max=6.00, K=2.29)
[59.1035] Packet 455 SERVICED, delay=0.1035
[59.1035] [TCP CUBIC] cwnd=6.00 (W_max=6.00, K=2.29)
[59.1047] Packet 456 SERVICED, delay=0.1047
[59.1047] [TCP CUBIC] cwnd=6.00 (W_max=6.00, K=2.29)
[59.1679] Packet 457 SERVICED, delay=0.1679
[59.1679] [TCP CUBIC] cwnd=6.00 (W_max=6.00, K=2.29)
[59.5000] Packet 463 DROPPED (queue full)
[59.5000] [TCP CUBIC LOSS] cwnd reduced to 4.80, W_max set to 6.00
[59.5058] Packet 458 SERVICED, delay=0.0058
[59.5058] [TCP CUBIC] cwnd=1.24 (W_max=6.00, K=2.29)
[59.5184] Packet 459 SERVICED, delay=0.0184
[59.5184] [TCP CUBIC] cwnd=1.32 (W_max=6.00, K=2.29)
[59.5309] Packet 460 SERVICED, delay=0.0309
[59.5309] [TCP CUBIC] cwnd=1.39 (W_max=6.00, K=2.29)
[59.6357] Packet 461 SERVICED, delay=0.1357
[59.6357] [TCP CUBIC] cwnd=2.00 (W_max=6.00, K=2.29)
[59.7728] Packet 462 SERVICED, delay=0.2728
[59.7728] [TCP CUBIC] cwnd=2.72 (W_max=6.00, K=2.29)
[60.3275] Packet 464 SERVICED, delay=0.3275
[60.3275] [TCP CUBIC] cwnd=4.75 (W_max=6.00, K=2.29)
[60.3745] Packet 465 SERVICED, delay=0.3745
[60.3745] [TCP CUBIC] cwnd=4.87 (W_max=6.00, K=2.29)
[60.5336] Packet 466 SERVICED, delay=0.0336
[60.5336] [TCP CUBIC] cwnd=5.21 (W_max=6.00, K=2.29)
[60.7366] Packet 467 SERVICED, delay=0.2366
[60.7366] [TCP CUBIC] cwnd=5.54 (W_max=6.00, K=2.29)
[60.7619] Packet 468 SERVICED, delay=0.2619
[60.7619] [TCP CUBIC] cwnd=5.57 (W_max=6.00, K=2.29)
[61.0922] Packet 469 SERVICED, delay=0.5922
[61.0922] [TCP CUBIC] cwnd=5.87 (W_max=6.00, K=2.29)
[61.0934] Packet 470 SERVICED, delay=0.0934
[61.0934] [TCP CUBIC] cwnd=5.87 (W_max=6.00, K=2.29)
[61.4437] Packet 471 SERVICED, delay=0.4437
[61.4437] [TCP CUBIC] cwnd=5.99 (W_max=6.00, K=2.29)
[61.4481] Packet 472 SERVICED, delay=0.4481
[61.4481] [TCP CUBIC] cwnd=5.99 (W_max=6.00, K=2.29)
[61.6699] Packet 473 SERVICED, delay=0.6699
[61.6699] [TCP CUBIC] cwnd=6.00 (W_max=6.00, K=2.29)
[61.7449] Packet 474 SERVICED, delay=0.2449
[61.7449] [TCP CUBIC] cwnd=6.00 (W_max=6.00, K=2.29)
[62.0000] Packet 480 DROPPED (queue full)
[62.0000] [TCP CUBIC LOSS] cwnd reduced to 4.80, W_max set to 6.00
[62.2405] Packet 475 SERVICED, delay=0.7405
[62.2405] [TCP CUBIC] cwnd=2.56 (W_max=6.00, K=2.29)
[62.2482] Packet 476 SERVICED, delay=0.7482
[62.2482] [TCP CUBIC] cwnd=2.60 (W_max=6.00, K=2.29)
[62.3289] Packet 477 SERVICED, delay=0.8289
[62.3289] [TCP CUBIC] cwnd=2.99 (W_max=6.00, K=2.29)
[62.6773] Packet 478 SERVICED, delay=0.6773
[62.6773] [TCP CUBIC] cwnd=4.33 (W_max=6.00, K=2.29)
[62.7513] Packet 479 SERVICED, delay=0.7513
[62.7513] [TCP CUBIC] cwnd=4.55 (W_max=6.00, K=2.29)
[63.1190] Packet 481 SERVICED, delay=0.1190
[63.1190] [TCP CUBIC] cwnd=5.36 (W_max=6.00, K=2.29)
[63.1796] Packet 482 SERVICED, delay=0.1796
[63.1796] [TCP CUBIC] cwnd=5.46 (W_max=6.00, K=2.29)
[63.2784] Packet 483 SERVICED, delay=0.2784
[63.2784] [TCP CUBIC] cwnd=5.59 (W_max=6.00, K=2.29)
[63.3662] Packet 484 SERVICED, delay=0.3662
[63.3662] [TCP CUBIC] cwnd=5.69 (W_max=6.00, K=2.29)
[63.7314] Packet 485 SERVICED, delay=0.2314
[63.7314] [TCP CUBIC] cwnd=5.93 (W_max=6.00, K=2.29)
[63.7361] Packet 486 SERVICED, delay=0.2361
[63.7361] [TCP CUBIC] cwnd=5.93 (W_max=6.00, K=2.29)
[63.7691] Packet 487 SERVICED, delay=0.2691
[63.7691] [TCP CUBIC] cwnd=5.95 (W_max=6.00, K=2.29)
[64.0695] Packet 488 SERVICED, delay=0.5695
[64.0695] [TCP CUBIC] cwnd=6.00 (W_max=6.00, K=2.29)
[64.2904] Packet 489 SERVICED, delay=0.7904
[64.2904] [TCP CUBIC] cwnd=6.00 (W_max=6.00, K=2.29)
[64.3512] Packet 490 SERVICED, delay=0.3512
[64.3512] [TCP CUBIC] cwnd=6.00 (W_max=6.00, K=2.29)
[64.4480] Packet 491 SERVICED, delay=0.4480
[64.4480] [TCP CUBIC] cwnd=6.00 (W_max=6.00, K=2.29)
[64.4805] Packet 492 SERVICED, delay=0.4805
[64.4805] [TCP CUBIC] cwnd=6.01 (W_max=6.00, K=2.29)
[64.5000] Packet 498 DROPPED (queue full)
[64.5000] [TCP CUBIC LOSS] cwnd reduced to 4.80, W_max set to 6.01
[64.5208] Packet 493 SERVICED, delay=0.0208
[64.5208] [TCP CUBIC] cwnd=1.33 (W_max=6.01, K=2.29)
[64.5831] Packet 494 SERVICED, delay=0.0831
[64.5831] [TCP CUBIC] cwnd=1.71 (W_max=6.01, K=2.29)
[64.6267] Packet 495 SERVICED, delay=0.1267
[64.6267] [TCP CUBIC] cwnd=1.96 (W_max=6.01, K=2.29)
[64.7144] Packet 496 SERVICED, delay=0.2144
[64.7144] [TCP CUBIC] cwnd=2.43 (W_max=6.01, K=2.29)
[64.7225] Packet 497 SERVICED, delay=0.2225
[64.7225] [TCP CUBIC] cwnd=2.47 (W_max=6.01, K=2.29)
[65.4284] Packet 499 SERVICED, delay=0.4284
[65.4284] [TCP CUBIC] cwnd=5.00 (W_max=6.01, K=2.29)

== Simulation Results ==
Simulation Time: 66.00 seconds
Total Packets: 500
Serviced: 472
Dropped: 28
Loss Rate: 5.60%
Average Delay: 0.2789 seconds
Throughput: 7.1515 packets/sec
=========================
